INC0000348,2016-02-29 15:22:00,2016-04-18 09:44:00,2 - Medium,4 - Low,Category 45,Group 31,t,1170.3666666666666,Authentication Failure,Evening,15,Monday,February,No
INC0000359,2016-02-29 15:37:00,2016-07-12 09:42:00,2 - Medium,4 - Low,Unknown,Group 31,t,3210.0833333333335,Authentication Failure,Evening,15,Monday,February,No
INC0000375,2016-02-29 16:09:00,2016-05-19 15:24:00,2 - Medium,4 - Low,Category 45,Group 31,t,1919.25,Authentication Failure,Evening,16,Monday,February,No
INC0000467,2016-03-01 01:31:00,2016-04-13 10:28:00,2 - Medium,3 - Moderate,Category 45,Group 37,t,1040.95,Authentication Failure,Night,1,Tuesday,March,Yes
INC0000517,2016-03-01 08:35:00,2016-04-19 11:09:00,1 - High,1 - Critical,Category 45,Group 72,t,1178.5666666666666,Data Corruption,Morning,8,Tuesday,March,Yes
INC0000572,2016-03-01 09:50:00,2016-04-19 15:45:00,2 - Medium,3 - Moderate,Category 61,Group 74,t,1181.9166666666667,Server Overload,Morning,9,Tuesday,March,Yes
INC0000784,2016-03-01 15:05:00,2016-04-14 15:24:00,2 - Medium,3 - Moderate,Category 22,Group 75,t,1056.3166666666666,Application Bug,Evening,15,Tuesday,March,Yes
INC0000840,2016-03-01 16:38:00,2016-05-13 14:23:00,2 - Medium,3 - Moderate,Category 45,Group 31,t,1749.75,Authentication Failure,Evening,16,Tuesday,March,Yes
INC0000857,2016-03-01 17:04:00,2016-04-28 11:44:00,2 - Medium,3 - Moderate,Category 45,Group 6,t,1386.6666666666667,Authentication Failure,Evening,17,Tuesday,March,Yes
INC0000988,2016-03-02 08:11:00,2016-05-11 17:07:00,2 - Medium,3 - Moderate,Category 24,Group 27,t,1688.9333333333334,Authentication Failure,Morning,8,Wednesday,March,Yes
INC0001042,2016-03-02 09:18:00,2016-04-29 09:58:00,2 - Medium,3 - Moderate,Category 45,Group 66,t,1392.6666666666667,Authentication Failure,Morning,9,Wednesday,March,Yes
INC0001061,2016-03-02 09:36:00,2016-05-12 09:27:00,2 - Medium,3 - Moderate,Category 45,Group 6,t,1703.85,Authentication Failure,Morning,9,Wednesday,March,Yes
INC0001067,2016-03-02 09:41:00,2016-06-29 17:33:00,2 - Medium,3 - Moderate,Category 45,Group 31,t,2863.866666666667,Authentication Failure,Morning,9,Wednesday,March,Yes
INC0001069,2016-03-02 09:44:00,2016-05-20 12:16:00,2 - Medium,3 - Moderate,Category 53,Group 66,t,1898.5333333333333,Authentication Failure,Morning,9,Wednesday,March,Yes
INC0001092,2016-03-02 10:04:00,2016-04-25 08:56:00,2 - Medium,3 - Moderate,Category 44,Group 5,t,1294.8666666666666,Authentication Failure,Morning,10,Wednesday,March,Yes
INC0001117,2016-03-02 10:31:00,2016-04-27 10:16:00,2 - Medium,3 - Moderate,Category 53,Group 68,t,1343.75,Not Documented,Morning,10,Wednesday,March,Yes
INC0001118,2016-03-02 10:33:00,2016-05-11 16:17:00,2 - Medium,3 - Moderate,Category 53,Group 68,t,1685.7333333333333,Not Documented,Morning,10,Wednesday,March,Yes
INC0001127,2016-03-02 10:39:00,2016-04-26 14:50:00,2 - Medium,3 - Moderate,Category 53,Group 5,t,1324.1833333333334,Authentication Failure,Morning,10,Wednesday,March,Yes
INC0001132,2016-03-02 10:43:00,2016-04-20 11:14:00,2 - Medium,3 - Moderate,Category 53,Group 68,t,1176.5166666666667,API Timeout,Morning,10,Wednesday,March,Yes
INC0001135,2016-03-02 10:45:00,2016-05-11 16:23:00,2 - Medium,3 - Moderate,Category 53,Group 68,t,1685.6333333333334,Not Documented,Morning,10,Wednesday,March,Yes
INC0001136,2016-03-02 10:46:00,2016-06-29 18:40:00,2 - Medium,3 - Moderate,Category 45,Group 31,t,2863.9,Authentication Failure,Morning,10,Wednesday,March,Yes
INC0001142,2016-03-02 10:59:00,2016-04-13 16:41:00,2 - Medium,3 - Moderate,Category 45,Group 57,t,1013.7,Memory Leak,Morning,10,Wednesday,March,Yes
INC0001149,2016-03-02 11:03:00,2016-05-11 16:10:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1685.1166666666666,Authentication Failure,Morning,11,Wednesday,March,Yes
INC0001155,2016-03-02 11:07:00,2016-04-25 09:43:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1294.6,Authentication Failure,Morning,11,Wednesday,March,Yes
INC0001162,2016-03-02 11:12:00,2016-05-20 15:27:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1900.25,Authentication Failure,Morning,11,Wednesday,March,Yes
INC0001165,2016-03-02 11:13:00,2016-11-24 13:46:00,2 - Medium,3 - Moderate,Category 45,Group 31,t,6410.55,Authentication Failure,Morning,11,Wednesday,March,Yes
INC0001177,2016-03-02 11:21:00,2016-05-16 07:28:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1796.1166666666666,Memory Leak,Morning,11,Wednesday,March,Yes
INC0001178,2016-03-02 11:22:00,2016-05-16 07:32:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1796.1666666666667,Memory Leak,Morning,11,Wednesday,March,Yes
INC0001190,2016-03-02 11:30:00,2016-05-16 11:50:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1800.3333333333333,Authentication Failure,Morning,11,Wednesday,March,Yes
INC0001201,2016-03-02 11:32:00,2016-04-14 11:10:00,2 - Medium,3 - Moderate,Category 45,Group 66,t,1031.6333333333334,Authentication Failure,Morning,11,Wednesday,March,Yes
INC0001209,2016-03-02 11:34:00,2016-04-25 09:02:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1293.4666666666667,Memory Leak,Morning,11,Wednesday,March,Yes
INC0001214,2016-03-02 11:37:00,2016-04-26 11:49:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1320.2,Authentication Failure,Morning,11,Wednesday,March,Yes
INC0001244,2016-03-02 12:05:00,2016-04-27 09:31:00,2 - Medium,3 - Moderate,Category 45,Group 57,t,1341.4333333333334,Authentication Failure,Morning,12,Wednesday,March,Yes
INC0001257,2016-03-02 12:19:00,2016-04-18 14:09:00,2 - Medium,3 - Moderate,Category 45,Group 6,t,1129.8333333333333,Database Issue,Morning,12,Wednesday,March,Yes
INC0001259,2016-03-02 12:21:00,2016-06-01 09:12:00,2 - Medium,3 - Moderate,Category 34,Group 23,t,2180.85,Authentication Failure,Morning,12,Wednesday,March,Yes
INC0001268,2016-03-02 12:28:00,2016-07-14 14:01:00,2 - Medium,3 - Moderate,Category 45,Group 6,t,3217.55,API Timeout,Morning,12,Wednesday,March,Yes
INC0001287,2016-03-02 12:58:00,2016-08-11 11:43:00,2 - Medium,3 - Moderate,Category 45,Group 22,t,3886.75,Authentication Failure,Morning,12,Wednesday,March,Yes
INC0001304,2016-03-02 13:26:00,2016-04-18 09:44:00,2 - Medium,3 - Moderate,Category 26,Group 72,t,1124.3,Authentication Failure,Morning,13,Wednesday,March,Yes
INC0001309,2016-03-02 13:38:00,2016-04-25 08:40:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1291.0333333333333,Authentication Failure,Morning,13,Wednesday,March,Yes
INC0001311,2016-03-02 13:39:00,2016-05-16 07:37:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1793.9666666666667,Memory Leak,Morning,13,Wednesday,March,Yes
INC0001312,2016-03-02 13:40:00,2016-04-25 11:16:00,2 - Medium,3 - Moderate,Category 45,Group 39,t,1293.6,Authentication Failure,Morning,13,Wednesday,March,Yes
INC0001314,2016-03-02 13:41:00,2016-05-20 10:25:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1892.7333333333333,Memory Leak,Morning,13,Wednesday,March,Yes
INC0001325,2016-03-02 13:53:00,2016-04-25 08:48:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1290.9166666666667,Database Issue,Morning,13,Wednesday,March,Yes
INC0001327,2016-03-02 13:54:00,2016-04-26 13:19:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1319.4166666666667,Authentication Failure,Morning,13,Wednesday,March,Yes
INC0001328,2016-03-02 13:56:00,2016-05-16 11:51:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1797.9166666666667,Authentication Failure,Morning,13,Wednesday,March,Yes
INC0001329,2016-03-02 13:59:00,2016-05-12 11:21:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1701.3666666666666,Authentication Failure,Morning,13,Wednesday,March,Yes
INC0001337,2016-03-02 14:04:00,2016-05-16 11:52:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1797.8,Authentication Failure,Morning,14,Wednesday,March,Yes
INC0001348,2016-03-02 14:12:00,2016-08-16 09:53:00,2 - Medium,3 - Moderate,Category 24,Group 23,t,4003.6833333333334,Authentication Failure,Morning,14,Wednesday,March,Yes
INC0001349,2016-03-02 14:13:00,2017-01-30 18:29:00,2 - Medium,3 - Moderate,Category 45,Group 67,t,8020.266666666666,Authentication Failure,Morning,14,Wednesday,March,Yes
INC0001366,2016-03-02 14:32:00,2016-05-06 11:29:00,2 - Medium,3 - Moderate,Category 45,Group 67,t,1556.95,Network Failure,Morning,14,Wednesday,March,Yes
INC0001374,2016-03-02 14:37:00,2016-05-23 09:45:00,2 - Medium,3 - Moderate,Category 45,Group 31,t,1963.1333333333334,Authentication Failure,Morning,14,Wednesday,March,Yes
INC0001376,2016-03-02 14:39:00,2016-07-04 08:19:00,2 - Medium,3 - Moderate,Category 45,Group 58,t,2969.6666666666665,Authentication Failure,Morning,14,Wednesday,March,Yes
INC0001381,2016-03-02 14:45:00,2016-06-27 16:21:00,2 - Medium,3 - Moderate,Category 45,Group 31,t,2809.6,Authentication Failure,Morning,14,Wednesday,March,Yes
INC0001401,2016-03-02 15:08:00,2016-11-09 15:53:00,2 - Medium,3 - Moderate,Category 45,Group 31,t,6048.75,Authentication Failure,Evening,15,Wednesday,March,Yes
INC0001419,2016-03-02 15:21:00,2016-10-03 10:37:00,3 - Low,4 - Low,Category 55,Group 33,t,5155.266666666666,Configuration Error,Evening,15,Wednesday,March,No
INC0001428,2016-03-02 15:29:00,2016-05-24 13:34:00,2 - Medium,3 - Moderate,Category 45,Group 31,t,1990.0833333333333,Authentication Failure,Evening,15,Wednesday,March,Yes
INC0001473,2016-03-02 16:11:00,2016-05-18 10:51:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1842.6666666666667,Authentication Failure,Evening,16,Wednesday,March,Yes
INC0001482,2016-03-02 16:26:00,2016-05-11 15:29:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1679.05,Authentication Failure,Evening,16,Wednesday,March,Yes
INC0001501,2016-03-02 16:44:00,2016-05-12 07:43:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1694.9833333333333,Authentication Failure,Evening,16,Wednesday,March,Yes
INC0001508,2016-03-02 16:48:00,2016-05-19 10:15:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1865.45,Authentication Failure,Evening,16,Wednesday,March,Yes
INC0001636,2016-03-03 08:15:00,2016-06-08 12:55:00,2 - Medium,3 - Moderate,Category 34,Group 24,t,2332.6666666666665,Authentication Failure,Morning,8,Thursday,March,Yes
INC0001707,2016-03-03 09:55:00,2016-05-16 07:41:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1773.7666666666667,Memory Leak,Morning,9,Thursday,March,Yes
INC0001719,2016-03-03 10:06:00,2016-05-16 07:47:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1773.6833333333334,Memory Leak,Morning,10,Thursday,March,Yes
INC0001727,2016-03-03 10:12:00,2016-07-01 11:32:00,1 - High,2 - High,Category 45,Group 31,t,2881.3333333333335,Authentication Failure,Morning,10,Thursday,March,Yes
INC0001730,2016-03-03 10:14:00,2016-05-03 15:37:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1469.3833333333334,Network Failure,Morning,10,Thursday,March,Yes
INC0001738,2016-03-03 10:21:00,2016-04-14 17:43:00,2 - Medium,3 - Moderate,Category 53,Group 23,t,1015.3666666666667,Authentication Failure,Morning,10,Thursday,March,Yes
INC0001750,2016-03-03 10:28:00,2016-09-19 13:48:00,2 - Medium,3 - Moderate,Category 45,Group 31,t,4803.333333333333,Authentication Failure,Morning,10,Thursday,March,Yes
INC0001760,2016-03-03 10:34:00,2016-06-29 16:32:00,2 - Medium,3 - Moderate,Category 34,Group 25,t,2837.9666666666667,Authentication Failure,Morning,10,Thursday,March,Yes
INC0001795,2016-03-03 10:57:00,2016-06-02 10:27:00,3 - Low,4 - Low,Category 55,Group 35,t,2183.5,Authentication Failure,Morning,10,Thursday,March,No
INC0001801,2016-03-03 11:04:00,2016-07-25 15:36:00,2 - Medium,3 - Moderate,Category 45,Group 31,t,3460.5333333333333,Authentication Failure,Morning,11,Thursday,March,Yes
INC0001820,2016-03-03 11:16:00,2016-06-28 18:18:00,2 - Medium,3 - Moderate,Category 45,Group 31,t,2815.0333333333333,Authentication Failure,Morning,11,Thursday,March,Yes
INC0001830,2016-03-03 11:21:00,2016-07-04 14:46:00,2 - Medium,3 - Moderate,Category 45,Group 58,t,2955.4166666666665,Authentication Failure,Morning,11,Thursday,March,Yes
INC0001837,2016-03-03 11:23:00,2016-05-12 17:39:00,3 - Low,4 - Low,Category 45,Group 14,t,1686.2666666666667,Memory Leak,Morning,11,Thursday,March,No
INC0001839,2016-03-03 11:23:00,2017-02-02 17:33:00,2 - Medium,3 - Moderate,Category 45,Group 31,t,8070.166666666667,API Timeout,Morning,11,Thursday,March,Yes
INC0001844,2016-03-03 11:26:00,2016-07-27 21:47:00,2 - Medium,3 - Moderate,Category 45,Group 31,t,3514.35,Authentication Failure,Morning,11,Thursday,March,Yes
INC0001845,2016-03-03 11:28:00,2016-06-28 10:30:00,2 - Medium,3 - Moderate,Category 25,Group 25,t,2807.0333333333333,Authentication Failure,Morning,11,Thursday,March,Yes
INC0001853,2016-03-03 11:37:00,2016-08-18 19:09:00,3 - Low,4 - Low,Category 55,Group 35,t,4039.5333333333333,Authentication Failure,Morning,11,Thursday,March,No
INC0001869,2016-03-03 11:50:00,2016-06-10 11:10:00,3 - Low,4 - Low,Category 55,Group 35,t,2375.3333333333335,API Timeout,Morning,11,Thursday,March,No
INC0001875,2016-03-03 12:00:00,2016-05-18 09:04:00,3 - Low,4 - Low,Category 55,Group 35,t,1821.0666666666666,Network Failure,Morning,12,Thursday,March,No
INC0001881,2016-03-03 12:10:00,2017-01-02 08:37:00,3 - Low,4 - Low,Category 55,Group 35,t,7316.45,Network Failure,Morning,12,Thursday,March,No
INC0001894,2016-03-03 12:34:00,2016-05-16 07:51:00,2 - Medium,3 - Moderate,Category 42,Group 10,t,1771.2833333333333,Database Issue,Morning,12,Thursday,March,Yes
INC0001962,2016-03-03 14:22:00,2016-04-20 10:38:00,3 - Low,4 - Low,Category 55,Group 35,t,1148.2666666666667,Network Failure,Morning,14,Thursday,March,No
INC0001970,2016-03-03 14:35:00,2016-05-16 10:13:00,3 - Low,4 - Low,Category 55,Group 33,t,1771.6333333333334,API Timeout,Morning,14,Thursday,March,No
INC0001978,2016-03-03 14:42:00,2017-01-02 08:38:00,3 - Low,4 - Low,Category 55,Group 35,t,7313.933333333333,Network Failure,Morning,14,Thursday,March,No
INC0001980,2016-03-03 14:43:00,2016-11-22 15:34:00,2 - Medium,3 - Moderate,Category 45,Group 58,t,6336.85,Authentication Failure,Morning,14,Thursday,March,Yes
INC0001984,2016-03-03 14:47:00,2017-01-02 08:39:00,3 - Low,4 - Low,Category 55,Group 35,t,7313.866666666667,Network Failure,Morning,14,Thursday,March,No
INC0001996,2016-03-03 14:59:00,2016-05-31 10:05:00,2 - Medium,3 - Moderate,Category 53,Group 66,t,2131.1,Authentication Failure,Morning,14,Thursday,March,Yes
INC0002000,2016-03-03 15:01:00,2016-06-27 17:54:00,3 - Low,4 - Low,Category 55,Group 35,t,2786.883333333333,Third-Party Service Failure,Evening,15,Thursday,March,No
INC0002008,2016-03-03 15:04:00,2016-04-25 08:16:00,2 - Medium,3 - Moderate,Category 53,Group 66,t,1265.2,Authentication Failure,Evening,15,Thursday,March,Yes
INC0002019,2016-03-03 15:11:00,2016-07-22 10:29:00,3 - Low,4 - Low,Category 55,Group 33,t,3379.3,Authentication Failure,Evening,15,Thursday,March,No
INC0002026,2016-03-03 15:22:00,2016-06-23 16:22:00,3 - Low,4 - Low,Category 55,Group 35,t,2689,Network Failure,Evening,15,Thursday,March,No
INC0002054,2016-03-03 15:42:00,2016-09-20 11:31:00,3 - Low,4 - Low,Category 55,Group 33,t,4819.816666666667,Authentication Failure,Evening,15,Thursday,March,No
INC0002077,2016-03-03 16:11:00,2016-04-26 08:49:00,2 - Medium,3 - Moderate,Category 7,Group 24,t,1288.6333333333334,Authentication Failure,Evening,16,Thursday,March,Yes
INC0002089,2016-03-03 16:26:00,2016-06-20 10:21:00,3 - Low,4 - Low,Category 42,Group 31,t,2609.9166666666665,Authentication Failure,Evening,16,Thursday,March,No
INC0002099,2016-03-03 16:37:00,2016-06-28 10:31:00,2 - Medium,3 - Moderate,Category 34,Group 25,t,2801.9,Authentication Failure,Evening,16,Thursday,March,Yes
INC0002104,2016-03-03 16:42:00,2016-06-28 10:30:00,2 - Medium,3 - Moderate,Category 34,Group 25,t,2801.8,Authentication Failure,Evening,16,Thursday,March,Yes
INC0002129,2016-03-03 17:10:00,2016-05-05 17:11:00,2 - Medium,3 - Moderate,Category 53,Group 28,t,1512.0166666666667,Data Corruption,Evening,17,Thursday,March,Yes
INC0002138,2016-03-03 17:25:00,2016-05-31 15:45:00,2 - Medium,3 - Moderate,Category 34,Group 23,t,2134.3333333333335,Authentication Failure,Evening,17,Thursday,March,Yes
INC0002145,2016-03-03 17:36:00,2016-05-03 09:14:00,2 - Medium,3 - Moderate,Category 26,Group 29,t,1455.6333333333334,Authentication Failure,Evening,17,Thursday,March,Yes
INC0002151,2016-03-03 17:39:00,2016-04-28 16:58:00,2 - Medium,3 - Moderate,Category 45,Group 39,t,1343.3166666666666,Authentication Failure,Evening,17,Thursday,March,Yes
INC0002285,2016-03-04 08:53:00,2016-05-12 17:34:00,3 - Low,4 - Low,Category 45,Group 14,t,1664.6833333333334,Authentication Failure,Morning,8,Friday,March,No
INC0002286,2016-03-04 08:54:00,2016-07-13 11:17:00,2 - Medium,3 - Moderate,Category 34,Group 9,t,3146.383333333333,Authentication Failure,Morning,8,Friday,March,Yes
INC0002299,2016-03-04 09:16:00,2016-05-12 17:40:00,3 - Low,4 - Low,Category 45,Group 14,t,1664.4,Memory Leak,Morning,9,Friday,March,No
INC0002305,2016-03-04 09:22:00,2016-08-22 11:52:00,2 - Medium,3 - Moderate,Category 53,Group 65,t,4106.5,Authentication Failure,Morning,9,Friday,March,Yes
INC0002329,2016-03-04 09:48:00,2016-10-13 10:48:00,2 - Medium,3 - Moderate,Category 45,Group 15,t,5353,Authentication Failure,Morning,9,Friday,March,Yes
INC0002332,2016-03-04 09:51:00,2016-06-28 10:31:00,2 - Medium,3 - Moderate,Category 34,Group 25,t,2784.6666666666665,Authentication Failure,Morning,9,Friday,March,Yes
INC0002336,2016-03-04 09:56:00,2016-06-28 09:34:00,3 - Low,4 - Low,Category 34,Group 25,t,2783.633333333333,Server Overload,Morning,9,Friday,March,No
INC0002366,2016-03-04 10:22:00,2016-05-02 10:12:00,2 - Medium,3 - Moderate,Category 55,Group 65,t,1415.8333333333333,Configuration Error,Morning,10,Friday,March,Yes
INC0002400,2016-03-04 10:54:00,2016-04-28 11:46:00,2 - Medium,3 - Moderate,Category 45,Group 6,t,1320.8666666666666,Authentication Failure,Morning,10,Friday,March,Yes
INC0002428,2016-03-04 11:26:00,2016-04-18 10:19:00,2 - Medium,3 - Moderate,Category 19,Group 72,t,1078.8833333333334,Authentication Failure,Morning,11,Friday,March,Yes
INC0002559,2016-03-04 14:34:00,2016-06-28 11:41:00,2 - Medium,3 - Moderate,Category 34,Group 25,t,2781.116666666667,Server Overload,Morning,14,Friday,March,Yes
INC0002569,2016-03-04 14:43:00,2016-06-07 16:31:00,2 - Medium,3 - Moderate,Category 34,Group 23,t,2281.8,Authentication Failure,Morning,14,Friday,March,Yes
INC0002580,2016-03-04 14:50:00,2016-04-15 11:53:00,2 - Medium,3 - Moderate,Category 55,Group 33,t,1005.05,Authentication Failure,Morning,14,Friday,March,Yes
INC0002591,2016-03-04 15:04:00,2016-04-28 16:11:00,3 - Low,4 - Low,Category 55,Group 33,t,1321.1166666666666,Network Failure,Evening,15,Friday,March,No
INC0002608,2016-03-04 15:30:00,2016-07-06 17:33:00,2 - Medium,3 - Moderate,Category 45,Group 6,t,2978.05,API Timeout,Evening,15,Friday,March,Yes
INC0002617,2016-03-04 15:45:00,2016-04-28 15:27:00,2 - Medium,3 - Moderate,Category 55,Group 33,t,1319.7,API Timeout,Evening,15,Friday,March,Yes
INC0002644,2016-03-04 16:13:00,2016-04-18 10:22:00,2 - Medium,3 - Moderate,Category 26,Group 72,t,1074.15,Authentication Failure,Evening,16,Friday,March,Yes
INC0002715,2016-03-04 17:21:00,2016-06-22 11:33:00,2 - Medium,3 - Moderate,Category 55,Group 33,t,2634.2,Authentication Failure,Evening,17,Friday,March,Yes
INC0002769,2016-03-04 22:00:00,2016-05-03 10:50:00,2 - Medium,3 - Moderate,Category 22,Group 75,t,1428.8333333333333,Hardware Failure,Evening,22,Friday,March,Yes
INC0003048,2016-03-07 08:07:00,2016-05-03 10:51:00,3 - Low,4 - Low,Category 22,Group 75,t,1370.7333333333333,Hardware Failure,Morning,8,Monday,March,No
INC0003144,2016-03-07 09:23:00,2016-04-25 11:42:00,2 - Medium,3 - Moderate,Category 19,Group 72,t,1178.3166666666666,API Timeout,Morning,9,Monday,March,Yes
INC0003150,2016-03-07 09:25:00,2016-06-22 12:31:00,2 - Medium,3 - Moderate,Category 51,Group 25,t,2571.1,Authentication Failure,Morning,9,Monday,March,Yes
INC0003168,2016-03-07 09:35:00,2016-04-18 10:06:00,2 - Medium,3 - Moderate,Category 24,Group 72,t,1008.5166666666667,Authentication Failure,Morning,9,Monday,March,Yes
INC0003206,2016-03-07 10:01:00,2016-04-18 10:24:00,2 - Medium,3 - Moderate,Category 40,Group 72,t,1008.3833333333333,Authentication Failure,Morning,10,Monday,March,Yes
INC0003216,2016-03-07 10:10:00,2016-06-28 10:46:00,3 - Low,4 - Low,Category 34,Group 25,t,2712.6,Authentication Failure,Morning,10,Monday,March,No
INC0003228,2016-03-07 10:17:00,2016-06-02 10:51:00,2 - Medium,3 - Moderate,Category 34,Group 25,t,2088.5666666666666,Memory Leak,Morning,10,Monday,March,Yes
INC0003258,2016-03-07 10:37:00,2016-06-28 10:39:00,3 - Low,4 - Low,Category 34,Group 25,t,2712.0333333333333,Authentication Failure,Morning,10,Monday,March,No
INC0003266,2016-03-07 10:41:00,2016-04-20 08:15:00,2 - Medium,3 - Moderate,Category 40,Group 24,t,1053.5666666666666,Hardware Failure,Morning,10,Monday,March,Yes
INC0003267,2016-03-07 10:41:00,2016-05-03 11:22:00,2 - Medium,3 - Moderate,Category 40,Group 73,t,1368.6833333333334,Authentication Failure,Morning,10,Monday,March,Yes
INC0003285,2016-03-07 10:52:00,2016-05-03 11:23:00,2 - Medium,3 - Moderate,Category 40,Group 73,t,1368.5166666666667,Authentication Failure,Morning,10,Monday,March,Yes
INC0003300,2016-03-07 11:02:00,2016-07-26 13:38:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,3386.6,API Timeout,Morning,11,Monday,March,Yes
INC0003430,2016-03-07 12:03:00,2016-06-24 09:26:00,2 - Medium,3 - Moderate,Category 45,Group 55,t,2613.383333333333,Disk Space Issue,Morning,12,Monday,March,Yes
INC0003431,2016-03-07 12:05:00,2016-04-18 09:28:00,2 - Medium,3 - Moderate,Category 40,Group 72,t,1005.3833333333333,Server Overload,Morning,12,Monday,March,Yes
INC0003513,2016-03-07 13:15:00,2016-05-31 08:50:00,2 - Medium,3 - Moderate,Category 34,Group 23,t,2035.5833333333333,Authentication Failure,Morning,13,Monday,March,Yes
INC0003529,2016-03-07 13:31:00,2016-06-01 10:27:00,2 - Medium,3 - Moderate,Category 34,Group 23,t,2060.9333333333334,Authentication Failure,Morning,13,Monday,March,Yes
INC0003556,2016-03-07 13:45:00,2016-05-24 10:18:00,2 - Medium,3 - Moderate,Category 45,Group 31,t,1868.55,Authentication Failure,Morning,13,Monday,March,Yes
INC0003567,2016-03-07 13:52:00,2016-04-25 09:13:00,2 - Medium,3 - Moderate,Category 45,Group 6,t,1171.35,Authentication Failure,Morning,13,Monday,March,Yes
INC0003599,2016-03-07 14:07:00,2016-06-30 15:49:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,2761.7,Authentication Failure,Morning,14,Monday,March,Yes
INC0003611,2016-03-07 14:15:00,2016-05-11 16:16:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1562.0166666666667,Authentication Failure,Morning,14,Monday,March,Yes
INC0003615,2016-03-07 14:18:00,2016-04-27 13:52:00,2 - Medium,3 - Moderate,Category 45,Group 10,t,1223.5666666666666,Authentication Failure,Morning,14,Monday,March,Yes
INC0003692,2016-03-07 15:14:00,2016-04-18 09:41:00,2 - Medium,3 - Moderate,Category 40,Group 72,t,1002.45,Authentication Failure,Evening,15,Monday,March,Yes
INC0003745,2016-03-07 16:00:00,2016-05-06 10:18:00,2 - Medium,3 - Moderate,Category 40,Group 10,t,1434.3,Memory Leak,Evening,16,Monday,March,Yes
INC0003780,2016-03-07 16:56:00,2016-04-20 09:28:00,2 - Medium,3 - Moderate,Category 40,Group 73,t,1048.5333333333333,Authentication Failure,Evening,16,Monday,March,Yes
