INC0000098,2016-02-29 09:02:00,2016-03-02 14:51:00,2 - Medium,3 - Moderate,Category 20,Group 54,t,53.81666666666667,API Timeout,Morning,9,Monday,February,No,4.003994283966956
INC0000099,2016-02-29 09:03:00,2016-03-01 09:05:00,2 - Medium,3 - Moderate,Category 24,Group 30,t,24.033333333333335,Memory Leak,Morning,9,Monday,February,No,3.2202082701019794
INC0000100,2016-02-29 09:05:00,2016-03-02 14:53:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,53.8,API Timeout,Morning,9,Monday,February,No,4.00369019395397
INC0000101,2016-02-29 09:05:00,2016-02-29 11:00:00,2 - Medium,4 - Low,Category 42,Group 65,t,1.9166666666666667,Authentication Failure,Morning,9,Monday,February,No,1.0704414117014134
INC0000102,2016-02-29 09:06:00,2016-03-17 16:28:00,2 - Medium,3 - Moderate,Category 37,Group 23,t,415.3666666666667,Configuration Error,Morning,9,Monday,February,Yes,6.0315662823037535
INC0000103,2016-02-29 09:07:00,2016-03-02 14:54:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,53.78333333333333,API Timeout,Morning,9,Monday,February,No,4.003386011442118
INC0000104,2016-02-29 09:08:00,2016-03-01 11:55:00,2 - Medium,3 - Moderate,Category 26,Group 30,t,26.783333333333335,Authentication Failure,Morning,9,Monday,February,No,3.3244363205286933
INC0000105,2016-02-29 09:10:00,2016-02-29 11:58:00,2 - Medium,3 - Moderate,Category 45,Group 55,t,2.8,Disk Space Issue,Morning,9,Monday,February,No,1.33500106673234
INC0000110,2016-02-29 09:13:00,2016-03-02 14:55:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,53.7,API Timeout,Morning,9,Monday,February,No,4.001863709427935
INC0000111,2016-02-29 09:14:00,2016-03-02 14:56:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,53.7,API Timeout,Morning,9,Monday,February,No,4.001863709427935
INC0000112,2016-02-29 09:15:00,2016-03-02 15:13:00,2 - Medium,3 - Moderate,Category 37,Group 23,t,53.96666666666667,API Timeout,Morning,9,Monday,February,No,4.006726940897444
INC0000113,2016-02-29 09:18:00,2016-03-02 19:30:00,2 - Medium,3 - Moderate,Category 55,Group 25,t,58.2,Authentication Failure,Morning,9,Monday,February,No,4.0809215418899605
INC0000114,2016-02-29 09:18:00,2016-03-03 01:18:00,2 - Medium,3 - Moderate,Category 53,Group 70,t,64,API Timeout,Morning,9,Monday,February,No,4.174387269895637
INC0000115,2016-02-29 09:20:00,2016-03-01 08:50:00,2 - Medium,3 - Moderate,Category 9,Group 24,t,23.5,Disk Space Issue,Morning,9,Monday,February,No,3.1986731175506815
INC0000116,2016-02-29 09:20:00,2016-03-01 12:02:00,2 - Medium,3 - Moderate,Category 37,Group 47,t,26.7,Authentication Failure,Morning,9,Monday,February,No,3.3214324131932926
INC0000119,2016-02-29 09:22:00,2016-03-01 09:03:00,2 - Medium,3 - Moderate,Category 9,Group 24,t,23.683333333333334,Disk Space Issue,Morning,9,Monday,February,No,3.206128252045698
INC0000121,2016-02-29 09:25:00,2016-02-29 16:31:00,2 - Medium,3 - Moderate,Category 53,Group 23,t,7.1,API Timeout,Morning,9,Monday,February,No,2.0918640616783932
INC0000122,2016-02-29 09:27:00,2016-03-01 16:50:00,2 - Medium,3 - Moderate,Category 45,Group 22,t,31.383333333333333,Application Bug,Morning,9,Monday,February,No,3.4776438871553395
INC0000123,2016-02-29 09:29:00,2016-03-02 14:56:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,53.45,API Timeout,Morning,9,Monday,February,No,3.9972828493789696
INC0000124,2016-02-29 09:30:00,2016-02-29 11:05:00,2 - Medium,3 - Moderate,Category 53,Group 33,t,1.5833333333333333,API Timeout,Morning,9,Monday,February,No,0.9490805546971459
INC0000125,2016-02-29 09:31:00,2016-03-01 08:32:00,2 - Medium,3 - Moderate,Category 9,Group 27,t,23.016666666666666,Data Corruption,Morning,9,Monday,February,No,3.1787480337774214
INC0000126,2016-02-29 09:31:00,2016-03-02 14:57:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,53.43333333333333,API Timeout,Morning,9,Monday,February,No,3.9969767113083097
INC0000128,2016-02-29 09:36:00,2016-03-11 12:15:00,2 - Medium,3 - Moderate,Category 44,Group 39,t,266.65,Authentication Failure,Morning,9,Monday,February,Yes,5.58968015683939
INC0000129,2016-02-29 09:40:00,2016-03-22 13:30:00,2 - Medium,3 - Moderate,Category 23,Group 24,t,531.8333333333334,Authentication Failure,Morning,9,Monday,February,Yes,6.278208679831787
INC0000130,2016-02-29 09:41:00,2016-03-03 10:16:00,2 - Medium,3 - Moderate,Category 61,Group 73,t,72.58333333333333,Authentication Failure,Morning,9,Monday,February,No,4.29841855081596
INC0000131,2016-02-29 09:41:00,2016-03-03 09:27:00,2 - Medium,3 - Moderate,Category 45,Group 66,t,71.76666666666667,Database Issue,Morning,9,Monday,February,No,4.287257974887789
INC0000132,2016-02-29 09:42:00,2016-03-03 15:18:00,2 - Medium,3 - Moderate,Category 9,Group 23,t,77.6,Authentication Failure,Morning,9,Monday,February,No,4.364371699435161
INC0000134,2016-02-29 09:44:00,2016-03-03 08:21:00,3 - Low,4 - Low,Category 62,Group 73,t,70.61666666666666,Memory Leak,Morning,9,Monday,February,No,4.2713278215528945
INC0000135,2016-02-29 09:45:00,2016-02-29 16:17:00,2 - Medium,3 - Moderate,Category 53,Group 70,t,6.533333333333333,Disk Space Issue,Morning,9,Monday,February,No,2.0193376176101303
INC0000137,2016-02-29 09:48:00,2016-02-29 11:03:00,2 - Medium,3 - Moderate,Category 32,Group 70,t,1.25,Authentication Failure,Morning,9,Monday,February,No,0.8109302162163288
INC0000139,2016-02-29 09:50:00,2016-03-01 09:56:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,24.1,Authentication Failure,Morning,9,Monday,February,No,3.2228678461377385
INC0000140,2016-02-29 09:51:00,2016-03-03 11:59:00,2 - Medium,3 - Moderate,Category 9,Group 25,t,74.13333333333334,Authentication Failure,Morning,9,Monday,February,No,4.319264312937566
INC0000141,2016-02-29 09:52:00,2016-03-02 14:58:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,53.1,API Timeout,Morning,9,Monday,February,No,3.9908341858524357
INC0000146,2016-02-29 09:57:00,2016-03-02 14:59:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,53.03333333333333,API Timeout,Morning,9,Monday,February,No,3.9896011400735207
INC0000147,2016-02-29 10:00:00,2016-03-14 09:49:00,2 - Medium,3 - Moderate,Category 53,Group 25,t,335.81666666666666,Server Overload,Morning,10,Monday,February,Yes,5.819538766496148
INC0000148,2016-02-29 10:00:00,2016-03-02 15:00:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,53,Network Failure,Morning,10,Monday,February,No,3.9889840465642745
INC0000149,2016-02-29 10:01:00,2016-03-02 15:01:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,53,API Timeout,Morning,10,Monday,February,No,3.9889840465642745
INC0000152,2016-02-29 10:08:00,2016-03-03 09:23:00,2 - Medium,3 - Moderate,Category 53,Group 30,t,71.25,Authentication Failure,Morning,10,Monday,February,No,4.2801323269925415
INC0000153,2016-02-29 10:10:00,2016-03-02 14:55:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,52.75,API Timeout,Morning,10,Monday,February,No,3.984343667007772
INC0000155,2016-02-29 10:12:00,2016-03-02 15:02:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,52.833333333333336,API Timeout,Morning,10,Monday,February,No,3.9858928539946015
INC0000156,2016-02-29 10:14:00,2016-03-02 15:02:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,52.8,API Timeout,Morning,10,Monday,February,No,3.9852734671677386
INC0000158,2016-02-29 10:17:00,2016-03-02 15:06:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,52.81666666666667,API Timeout,Morning,10,Monday,February,No,3.9855832085361746
INC0000159,2016-02-29 10:17:00,2016-03-02 10:09:00,2 - Medium,3 - Moderate,Category 24,Group 28,t,47.86666666666667,Authentication Failure,Morning,10,Monday,February,No,3.889095500784441
INC0000161,2016-02-29 10:18:00,2016-03-08 09:22:00,2 - Medium,3 - Moderate,Category 37,Group 29,t,191.06666666666666,Authentication Failure,Morning,10,Monday,February,Yes,5.257842533982318
INC0000164,2016-02-29 10:18:00,2016-03-03 14:34:00,2 - Medium,3 - Moderate,Category 32,Group 70,t,76.26666666666667,Data Corruption,Morning,10,Monday,February,No,4.347262642237542
INC0000166,2016-02-29 10:24:00,2016-02-29 16:24:00,2 - Medium,3 - Moderate,Category 9,Group 27,t,6,Authentication Failure,Morning,10,Monday,February,No,1.9459101490553132
INC0000167,2016-02-29 10:27:00,2016-02-29 11:02:00,2 - Medium,3 - Moderate,Category 20,Group 70,t,0.5833333333333334,Authentication Failure,Morning,10,Monday,February,No,0.4595323293784402
INC0000168,2016-02-29 10:27:00,2016-03-01 09:05:00,2 - Medium,3 - Moderate,Category 9,Group 24,t,22.633333333333333,Disk Space Issue,Morning,10,Monday,February,No,3.162658144869972
INC0000169,2016-02-29 10:30:00,2016-03-02 15:06:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,52.6,API Timeout,Morning,10,Monday,February,No,3.9815490680767565
INC0000171,2016-02-29 10:33:00,2016-03-18 13:44:00,2 - Medium,3 - Moderate,Category 24,Group 70,t,435.18333333333334,Disk Space Issue,Morning,10,Monday,February,Yes,6.078062644264821
INC0000172,2016-02-29 10:36:00,2016-02-29 18:24:00,2 - Medium,3 - Moderate,Category 23,Group 20,t,7.8,Authentication Failure,Morning,10,Monday,February,No,2.174751721484161
INC0000174,2016-02-29 10:39:00,2016-03-02 13:01:00,2 - Medium,3 - Moderate,Category 32,Group 54,t,50.36666666666667,Network Failure,Morning,10,Monday,February,No,3.9389894536579604
INC0000176,2016-02-29 10:40:00,2016-03-02 15:07:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,52.45,API Timeout,Morning,10,Monday,February,No,3.9787466374710543
INC0000178,2016-02-29 10:45:00,2016-02-29 11:55:00,2 - Medium,3 - Moderate,Category 20,Group 70,t,1.1666666666666667,Authentication Failure,Morning,10,Monday,February,No,0.7731898882334818
INC0000179,2016-02-29 10:46:00,2016-03-02 09:20:00,2 - Medium,3 - Moderate,Category 53,Group 28,t,46.56666666666667,Authentication Failure,Morning,10,Monday,February,No,3.862132235814681
INC0000192,2016-02-29 10:58:00,2016-02-29 11:02:00,2 - Medium,3 - Moderate,Category 45,Group 70,t,0.06666666666666667,API Timeout,Morning,10,Monday,February,No,0.06453852113757118
INC0000193,2016-02-29 10:59:00,2016-03-01 16:03:00,2 - Medium,3 - Moderate,Category 37,Group 46,t,29.066666666666666,Authentication Failure,Morning,10,Monday,February,No,3.403417138400468
INC0000194,2016-02-29 10:59:00,2016-02-29 11:11:00,2 - Medium,3 - Moderate,Category 42,Group 70,t,0.2,Authentication Failure,Morning,10,Monday,February,No,0.18232155679395465
INC0000195,2016-02-29 11:00:00,2016-03-02 15:15:00,2 - Medium,3 - Moderate,Category 53,Group 54,t,52.25,Third-Party Service Failure,Morning,11,Monday,February,No,3.9749978045895347
INC0000197,2016-02-29 11:02:00,2016-03-31 11:13:00,2 - Medium,3 - Moderate,Category 45,Group 27,t,744.1833333333333,Disk Space Issue,Morning,11,Monday,February,Yes,6.6136302731167955
INC0000204,2016-02-29 11:13:00,2016-02-29 16:43:00,3 - Low,4 - Low,Category 53,Group 23,t,5.5,Unknown System Error,Morning,11,Monday,February,No,1.8718021769015913
INC0000207,2016-02-29 11:19:00,2016-02-29 20:15:00,2 - Medium,3 - Moderate,Category 9,Group 70,t,8.933333333333334,Authentication Failure,Morning,11,Monday,February,No,2.295896104843249
INC0000211,2016-02-29 11:23:00,2016-03-03 06:46:00,2 - Medium,3 - Moderate,Category 23,Group 70,t,67.38333333333334,Authentication Failure,Morning,11,Monday,February,No,4.225129130220085
INC0000213,2016-02-29 11:25:00,2016-02-29 12:53:00,2 - Medium,3 - Moderate,Category 53,Group 70,t,1.4666666666666666,API Timeout,Morning,11,Monday,February,No,0.9028677115420143
INC0000217,2016-02-29 11:48:00,2016-03-08 09:27:00,2 - Medium,3 - Moderate,Category 37,Group 29,t,189.65,Authentication Failure,Morning,11,Monday,February,Yes,5.250439286303573
INC0000218,2016-02-29 11:53:00,2016-02-29 13:36:00,2 - Medium,3 - Moderate,Category 9,Group 23,t,1.7166666666666666,Authentication Failure,Morning,11,Monday,February,No,0.9994056385846616
INC0000220,2016-02-29 11:56:00,2016-03-09 17:24:00,2 - Medium,3 - Moderate,Category 53,Group 23,t,221.46666666666667,Authentication Failure,Morning,11,Monday,February,Yes,5.404777277649164
INC0000221,2016-02-29 11:58:00,2016-03-02 14:06:00,2 - Medium,3 - Moderate,Category 61,Group 74,t,50.13333333333333,Disk Space Issue,Morning,11,Monday,February,No,3.934436600265046
INC0000223,2016-02-29 12:01:00,2016-03-03 08:57:00,2 - Medium,3 - Moderate,Category 53,Group 5,t,68.93333333333334,Network Failure,Morning,12,Monday,February,No,4.2475424072940875
INC0000228,2016-02-29 12:11:00,2016-02-29 16:08:00,2 - Medium,3 - Moderate,Category 26,Group 27,t,3.95,Data Corruption,Morning,12,Monday,February,No,1.599387576580599
INC0000230,2016-02-29 12:14:00,2016-03-07 15:12:00,2 - Medium,3 - Moderate,Category 55,Group 33,t,170.96666666666667,Third-Party Service Failure,Morning,12,Monday,February,Yes,5.147300659582495
INC0000232,2016-02-29 12:20:00,2016-03-12 21:23:00,3 - Low,4 - Low,Category 45,Group 70,t,297.05,API Timeout,Morning,12,Monday,February,No,5.697261257665936
INC0000236,2016-02-29 12:26:00,2016-02-29 13:16:00,2 - Medium,3 - Moderate,Category 45,Group 70,t,0.8333333333333334,API Timeout,Morning,12,Monday,February,No,0.6061358035703155
INC0000237,2016-02-29 12:27:00,2016-03-01 14:04:00,2 - Medium,3 - Moderate,Category 45,Group 70,t,25.616666666666667,Third-Party Service Failure,Morning,12,Monday,February,No,3.2815375859929117
INC0000246,2016-02-29 12:41:00,2016-03-04 11:56:00,2 - Medium,3 - Moderate,Category 20,Group 27,t,95.25,Authentication Failure,Morning,12,Monday,February,No,4.566948973167894
INC0000250,2016-02-29 12:43:00,2016-03-12 21:30:00,2 - Medium,3 - Moderate,Category 55,Group 70,t,296.78333333333336,API Timeout,Morning,12,Monday,February,Yes,5.696366152711066
INC0000253,2016-02-29 12:43:00,2016-03-02 09:08:00,2 - Medium,3 - Moderate,Category 26,Group 28,t,44.416666666666664,Authentication Failure,Morning,12,Monday,February,No,3.8158791448752436
INC0000257,2016-02-29 12:48:00,2016-02-29 22:28:00,2 - Medium,3 - Moderate,Category 37,Group 12,t,9.666666666666666,Authentication Failure,Morning,12,Monday,February,No,2.367123614131617
INC0000259,2016-02-29 12:50:00,2016-03-02 10:39:00,2 - Medium,3 - Moderate,Category 9,Group 27,t,45.81666666666667,Data Corruption,Morning,12,Monday,February,No,3.846239264882143
INC0000260,2016-02-29 12:52:00,2016-03-03 15:09:00,2 - Medium,3 - Moderate,Category 17,Group 69,t,74.28333333333333,Memory Leak,Morning,12,Monday,February,No,4.321258773432503
INC0000261,2016-02-29 12:54:00,2016-02-29 17:47:00,1 - High,1 - Critical,Category 42,Group 3,t,4.883333333333334,Network Failure,Morning,12,Monday,February,No,1.7721234947111961
INC0000262,2016-02-29 12:59:00,2016-03-02 09:21:00,2 - Medium,3 - Moderate,Category 53,Group 28,t,44.36666666666667,Authentication Failure,Morning,12,Monday,February,No,3.8147776209893105
INC0000265,2016-02-29 13:14:00,2016-03-02 15:29:00,2 - Medium,3 - Moderate,Category 20,Group 69,t,50.25,Memory Leak,Morning,13,Monday,February,No,3.9367156180185177
INC0000266,2016-02-29 13:18:00,2016-03-04 16:24:00,2 - Medium,3 - Moderate,Category 53,Group 28,t,99.1,Authentication Failure,Morning,13,Monday,February,No,4.6061696863211745
INC0000268,2016-02-29 13:24:00,2016-03-09 08:46:00,2 - Medium,3 - Moderate,Category 9,Group 27,t,211.36666666666667,Authentication Failure,Morning,13,Monday,February,Yes,5.358314340454333
INC0000272,2016-02-29 13:36:00,2016-03-08 15:35:00,3 - Low,4 - Low,Category 42,Group 39,t,193.98333333333332,Authentication Failure,Morning,13,Monday,February,No,5.2729140848255005
INC0000273,2016-02-29 13:36:00,2016-03-04 14:38:00,2 - Medium,3 - Moderate,Category 53,Group 23,t,97.03333333333333,Authentication Failure,Morning,13,Monday,February,No,4.5853075568918396
INC0000278,2016-02-29 13:48:00,2016-02-29 14:46:00,2 - Medium,3 - Moderate,Category 45,Group 55,t,0.9666666666666667,Authentication Failure,Morning,13,Monday,February,No,0.676340062243564
INC0000279,2016-02-29 13:50:00,2016-03-02 01:03:00,2 - Medium,3 - Moderate,Category 20,Group 70,t,35.21666666666667,Database Issue,Morning,13,Monday,February,No,3.589519418034329
INC0000280,2016-02-29 13:50:00,2016-03-07 19:57:00,2 - Medium,3 - Moderate,Category 20,Group 70,t,174.11666666666667,Authentication Failure,Morning,13,Monday,February,Yes,5.165452418466675
INC0000282,2016-02-29 13:52:00,2016-03-03 12:34:00,2 - Medium,3 - Moderate,Category 53,Group 70,t,70.7,Authentication Failure,Morning,13,Monday,February,No,4.272490747605575
INC0000283,2016-02-29 13:54:00,2016-03-01 09:26:00,2 - Medium,3 - Moderate,Category 42,Group 39,t,19.533333333333335,Authentication Failure,Morning,13,Monday,February,No,3.0220495818713644
INC0000284,2016-02-29 13:55:00,2016-03-02 11:57:00,2 - Medium,3 - Moderate,Category 53,Group 28,t,46.03333333333333,Authentication Failure,Morning,13,Monday,February,No,3.8508565701906585
INC0000285,2016-02-29 13:56:00,2016-03-02 00:55:00,2 - Medium,3 - Moderate,Category 45,Group 70,t,34.983333333333334,Authentication Failure,Morning,13,Monday,February,No,3.5830558682927065
INC0000286,2016-02-29 13:56:00,2016-03-03 16:07:00,2 - Medium,3 - Moderate,Category 53,Group 28,t,74.18333333333334,Authentication Failure,Morning,13,Monday,February,No,4.319929575186295
INC0000292,2016-02-29 14:04:00,2016-03-02 09:57:00,3 - Low,4 - Low,Category 20,Group 28,t,43.88333333333333,Authentication Failure,Morning,14,Monday,February,No,3.8040665305894983
INC0000294,2016-02-29 14:06:00,2016-03-14 08:25:00,2 - Medium,3 - Moderate,Category 20,Group 25,t,330.31666666666666,Authentication Failure,Morning,14,Monday,February,Yes,5.803074614912421
INC0000295,2016-02-29 14:09:00,2016-03-04 09:33:00,2 - Medium,3 - Moderate,Category 13,Group 23,t,91.4,Configuration Error,Morning,14,Monday,February,No,4.526126978647638
INC0000297,2016-02-29 14:15:00,2016-03-04 09:34:00,2 - Medium,3 - Moderate,Category 13,Group 23,t,91.31666666666666,Configuration Error,Morning,14,Monday,February,No,4.525224695811003
INC0000301,2016-02-29 14:22:00,2016-03-01 11:35:00,2 - Medium,3 - Moderate,Category 42,Group 55,t,21.216666666666665,Authentication Failure,Morning,14,Monday,February,No,3.100842757956608
INC0000302,2016-02-29 14:23:00,2016-03-22 12:57:00,2 - Medium,3 - Moderate,Category 20,Group 29,t,526.5666666666667,Authentication Failure,Morning,14,Monday,February,Yes,6.268275239671128
INC0000303,2016-02-29 14:23:00,2016-03-10 17:47:00,3 - Low,4 - Low,Category 53,Group 33,t,243.4,API Timeout,Morning,14,Monday,February,No,5.4988062272974405
INC0000304,2016-02-29 14:25:00,2016-03-03 15:09:00,2 - Medium,3 - Moderate,Category 53,Group 23,t,72.73333333333333,Authentication Failure,Morning,14,Monday,February,No,4.30045498098007
INC0000305,2016-02-29 14:28:00,2016-03-04 14:41:00,2 - Medium,3 - Moderate,Category 53,Group 28,t,96.21666666666667,Authentication Failure,Morning,14,Monday,February,No,4.576942164531537
INC0000306,2016-02-29 14:28:00,2016-03-02 16:48:00,2 - Medium,3 - Moderate,Category 23,Group 54,t,50.333333333333336,API Timeout,Morning,14,Monday,February,No,3.9383403137455195
INC0000310,2016-02-29 14:33:00,2016-03-01 13:47:00,3 - Low,4 - Low,Category 45,Group 66,t,23.233333333333334,Server Overload,Morning,14,Monday,February,No,3.187729095871364
INC0000315,2016-02-29 14:37:00,2016-03-07 09:12:00,2 - Medium,3 - Moderate,Category 23,Group 72,t,162.58333333333334,Hardware Failure,Morning,14,Monday,February,No,5.097322544488461
INC0000318,2016-02-29 14:43:00,2016-03-28 12:10:00,3 - Low,4 - Low,Category 45,Group 66,t,669.45,Authentication Failure,Morning,14,Monday,February,No,6.5079491287256515
INC0000319,2016-02-29 14:44:00,2016-03-02 15:12:00,2 - Medium,3 - Moderate,Category 37,Group 46,t,48.46666666666667,Authentication Failure,Morning,14,Monday,February,No,3.9012990420651703
INC0000325,2016-02-29 14:49:00,2016-03-16 08:56:00,3 - Low,4 - Low,Category 45,Group 66,t,378.1166666666667,Authentication Failure,Morning,14,Monday,February,No,5.937843985329761
INC0000329,2016-02-29 14:50:00,2016-03-16 11:38:00,2 - Medium,3 - Moderate,Category 42,Group 28,t,380.8,Authentication Failure,Morning,14,Monday,February,Yes,5.944896911291647
INC0000330,2016-02-29 14:52:00,2016-03-18 13:44:00,3 - Low,4 - Low,Category 45,Group 66,t,430.8666666666667,API Timeout,Morning,14,Monday,February,No,6.068116898629064
INC0000332,2016-02-29 14:53:00,2016-03-09 10:50:00,2 - Medium,3 - Moderate,Category 26,Group 70,t,211.95,API Timeout,Morning,14,Monday,February,Yes,5.3610573963692225
INC0000336,2016-02-29 15:03:00,2016-03-10 17:27:00,3 - Low,4 - Low,Category 45,Group 66,t,242.4,Authentication Failure,Evening,15,Monday,February,No,5.494706180553427
INC0000338,2016-02-29 15:10:00,2016-04-05 14:18:00,3 - Low,4 - Low,Category 45,Group 66,t,863.1333333333333,Authentication Failure,Evening,15,Monday,February,No,6.7617270778854515
INC0000339,2016-02-29 15:12:00,2016-02-29 16:17:00,2 - Medium,3 - Moderate,Category 26,Group 23,t,1.0833333333333333,Configuration Error,Evening,15,Monday,February,No,0.7339691750802004
INC0000345,2016-02-29 15:17:00,2016-03-01 16:00:00,2 - Medium,3 - Moderate,Category 24,Group 23,t,24.716666666666665,API Timeout,Evening,15,Monday,February,No,3.2471392901410603
INC0000347,2016-02-29 15:21:00,2016-03-03 09:14:00,2 - Medium,3 - Moderate,Category 61,Group 30,t,65.88333333333334,Configuration Error,Evening,15,Monday,February,No,4.202949808044816
INC0000351,2016-02-29 15:24:00,2016-03-21 16:11:00,3 - Low,4 - Low,Category 45,Group 66,t,504.78333333333336,Server Overload,Evening,15,Monday,February,No,6.226108382592399
INC0000355,2016-02-29 15:30:00,2016-03-03 11:54:00,2 - Medium,3 - Moderate,Category 61,Group 30,t,68.4,Authentication Failure,Evening,15,Monday,February,No,4.239886867512759
INC0000356,2016-02-29 15:32:00,2016-03-08 08:52:00,2 - Medium,3 - Moderate,Category 53,Group 26,t,185.33333333333334,Memory Leak,Evening,15,Monday,February,Yes,5.227537184486989
