incident_id,created_at,resolved_at,severity,resolution_time_hours,root_cause,category_clean,assigned_team
INC0000260,2016-02-29 12:52:00,2016-03-03 15:09:00,2 - Medium,74.28333333333333,Memory Leak,Database Issues,Database Administration Team
INC0000261,2016-02-29 12:54:00,2016-02-29 17:47:00,1 - High,4.883333333333334,Network Failure,Integration / API Issues,Integration Support Team
INC0000262,2016-02-29 12:59:00,2016-03-02 09:21:00,2 - Medium,44.36666666666667,Authentication Failure,Security / Access Issues,Security Operations Team
INC0000265,2016-02-29 13:14:00,2016-03-02 15:29:00,2 - Medium,50.25,Memory Leak,Database Issues,Database Administration Team
INC0000266,2016-02-29 13:18:00,2016-03-04 16:24:00,2 - Medium,99.1,Authentication Failure,Security / Access Issues,Security Operations Team
INC0000268,2016-02-29 13:24:00,2016-03-09 08:46:00,2 - Medium,211.36666666666667,Authentication Failure,Network Issues,Network Operations Team
INC0000272,2016-02-29 13:36:00,2016-03-08 15:35:00,3 - Low,193.98333333333332,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000273,2016-02-29 13:36:00,2016-03-04 14:38:00,2 - Medium,97.03333333333333,Authentication Failure,Security / Access Issues,Security Operations Team
INC0000278,2016-02-29 13:48:00,2016-02-29 14:46:00,2 - Medium,0.9666666666666667,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000279,2016-02-29 13:50:00,2016-03-02 01:03:00,2 - Medium,35.21666666666667,Database Issue,Database Issues,Database Administration Team
INC0000280,2016-02-29 13:50:00,2016-03-07 19:57:00,2 - Medium,174.11666666666667,Authentication Failure,Database Issues,Database Administration Team
INC0000282,2016-02-29 13:52:00,2016-03-03 12:34:00,2 - Medium,70.7,Authentication Failure,Security / Access Issues,Security Operations Team
INC0000283,2016-02-29 13:54:00,2016-03-01 09:26:00,2 - Medium,19.533333333333335,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000284,2016-02-29 13:55:00,2016-03-02 11:57:00,2 - Medium,46.03333333333333,Authentication Failure,Security / Access Issues,Security Operations Team
INC0000285,2016-02-29 13:56:00,2016-03-02 00:55:00,2 - Medium,34.983333333333334,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000286,2016-02-29 13:56:00,2016-03-03 16:07:00,2 - Medium,74.18333333333334,Authentication Failure,Security / Access Issues,Security Operations Team
INC0000292,2016-02-29 14:04:00,2016-03-02 09:57:00,3 - Low,43.88333333333333,Authentication Failure,Database Issues,Database Administration Team
INC0000294,2016-02-29 14:06:00,2016-03-14 08:25:00,2 - Medium,330.31666666666666,Authentication Failure,Database Issues,Database Administration Team
INC0000295,2016-02-29 14:09:00,2016-03-04 09:33:00,2 - Medium,91.4,Configuration Error,Database Issues,Database Administration Team
INC0000297,2016-02-29 14:15:00,2016-03-04 09:34:00,2 - Medium,91.31666666666666,Configuration Error,Database Issues,Database Administration Team
INC0000298,2016-02-29 14:16:00,2016-11-25 08:07:00,3 - Low,6473.85,Authentication Failure,Security / Access Issues,Security Operations Team
INC0000301,2016-02-29 14:22:00,2016-03-01 11:35:00,2 - Medium,21.216666666666665,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000302,2016-02-29 14:23:00,2016-03-22 12:57:00,2 - Medium,526.5666666666667,Authentication Failure,Database Issues,Database Administration Team
INC0000303,2016-02-29 14:23:00,2016-03-10 17:47:00,3 - Low,243.4,API Timeout,Security / Access Issues,Security Operations Team
INC0000304,2016-02-29 14:25:00,2016-03-03 15:09:00,2 - Medium,72.73333333333333,Authentication Failure,Security / Access Issues,Security Operations Team
INC0000305,2016-02-29 14:28:00,2016-03-04 14:41:00,2 - Medium,96.21666666666667,Authentication Failure,Security / Access Issues,Security Operations Team
INC0000306,2016-02-29 14:28:00,2016-03-02 16:48:00,2 - Medium,50.333333333333336,API Timeout,Application Errors,Application Support Team
INC0000307,2016-02-29 14:30:00,2016-12-19 14:55:00,3 - Low,7056.416666666667,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000310,2016-02-29 14:33:00,2016-03-01 13:47:00,3 - Low,23.233333333333334,Server Overload,Integration / API Issues,Integration Support Team
INC0000315,2016-02-29 14:37:00,2016-03-07 09:12:00,2 - Medium,162.58333333333334,Hardware Failure,Application Errors,Application Support Team
INC0000317,2016-02-29 14:40:00,2016-04-25 17:06:00,3 - Low,1346.4333333333334,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000318,2016-02-29 14:43:00,2016-03-28 12:10:00,3 - Low,669.45,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000319,2016-02-29 14:44:00,2016-03-02 15:12:00,2 - Medium,48.46666666666667,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0000324,2016-02-29 14:47:00,2016-06-16 09:34:00,2 - Medium,2586.7833333333333,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000325,2016-02-29 14:49:00,2016-03-16 08:56:00,3 - Low,378.1166666666667,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000329,2016-02-29 14:50:00,2016-03-16 11:38:00,2 - Medium,380.8,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000330,2016-02-29 14:52:00,2016-03-18 13:44:00,3 - Low,430.8666666666667,API Timeout,Integration / API Issues,Integration Support Team
INC0000332,2016-02-29 14:53:00,2016-03-09 10:50:00,2 - Medium,211.95,API Timeout,Application Errors,Application Support Team
INC0000333,2016-02-29 14:56:00,2016-04-29 09:41:00,3 - Low,1434.75,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000336,2016-02-29 15:03:00,2016-03-10 17:27:00,3 - Low,242.4,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000337,2016-02-29 15:07:00,2016-05-30 12:23:00,2 - Medium,2181.266666666667,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000338,2016-02-29 15:10:00,2016-04-05 14:18:00,3 - Low,863.1333333333333,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000339,2016-02-29 15:12:00,2016-02-29 16:17:00,2 - Medium,1.0833333333333333,Configuration Error,Application Errors,Application Support Team
INC0000341,2016-02-29 15:13:00,2016-08-02 14:33:00,3 - Low,3719.3333333333335,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000343,2016-02-29 15:14:00,2016-12-22 09:31:00,2 - Medium,7122.283333333334,Network Failure,Integration / API Issues,Integration Support Team
INC0000345,2016-02-29 15:17:00,2016-03-01 16:00:00,2 - Medium,24.716666666666665,API Timeout,Application Errors,Application Support Team
INC0000346,2016-02-29 15:17:00,2016-04-29 09:45:00,2 - Medium,1434.4666666666667,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000347,2016-02-29 15:21:00,2016-03-03 09:14:00,2 - Medium,65.88333333333334,Configuration Error,Monitoring / Alerting,Monitoring & DevOps Team
INC0000348,2016-02-29 15:22:00,2016-04-18 09:44:00,2 - Medium,1170.3666666666666,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000351,2016-02-29 15:24:00,2016-03-21 16:11:00,3 - Low,504.78333333333336,Server Overload,Integration / API Issues,Integration Support Team
INC0000355,2016-02-29 15:30:00,2016-03-03 11:54:00,2 - Medium,68.4,Authentication Failure,Monitoring / Alerting,Monitoring & DevOps Team
INC0000356,2016-02-29 15:32:00,2016-03-08 08:52:00,2 - Medium,185.33333333333334,Memory Leak,Security / Access Issues,Security Operations Team
INC0000357,2016-02-29 15:34:00,2016-03-02 16:25:00,2 - Medium,48.85,Disk Space Issue,Application Errors,Application Support Team
INC0000358,2016-02-29 15:36:00,2016-02-29 15:43:00,3 - Low,0.11666666666666667,Network Failure,Unknown,Service Desk Team
INC0000359,2016-02-29 15:37:00,2016-07-12 09:42:00,2 - Medium,3210.0833333333335,Authentication Failure,Unknown,Service Desk Team
INC0000361,2016-02-29 15:38:00,2016-03-09 17:23:00,2 - Medium,217.75,Memory Leak,Unknown,Service Desk Team
INC0000363,2016-02-29 15:45:00,2016-03-28 14:56:00,2 - Medium,671.1833333333333,Memory Leak,Integration / API Issues,Integration Support Team
INC0000369,2016-02-29 15:48:00,2016-03-01 09:33:00,2 - Medium,17.75,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000370,2016-02-29 15:53:00,2016-03-01 08:31:00,1 - High,16.633333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0000371,2016-02-29 15:53:00,2016-03-29 17:54:00,2 - Medium,698.0166666666667,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000372,2016-02-29 15:54:00,2016-03-04 07:58:00,2 - Medium,88.06666666666666,Application Bug,Database Issues,Database Administration Team
INC0000373,2016-02-29 15:55:00,2016-03-10 17:51:00,3 - Low,241.93333333333334,API Timeout,Network Issues,Network Operations Team
INC0000374,2016-02-29 15:59:00,2016-02-29 16:22:00,2 - Medium,0.38333333333333336,API Timeout,Server Infrastructure,Infrastructure Operations Team
INC0000375,2016-02-29 16:09:00,2016-05-19 15:24:00,2 - Medium,1919.25,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000376,2016-02-29 16:15:00,2016-03-07 15:14:00,2 - Medium,166.98333333333332,Authentication Failure,Monitoring / Alerting,Monitoring & DevOps Team
INC0000377,2016-02-29 16:18:00,2016-02-29 16:38:00,3 - Low,0.3333333333333333,Unknown System Error,Application Errors,Application Support Team
INC0000378,2016-02-29 16:23:00,2016-04-01 10:26:00,2 - Medium,762.05,Memory Leak,Integration / API Issues,Integration Support Team
INC0000379,2016-02-29 16:25:00,2016-02-29 20:25:00,2 - Medium,4.0,Authentication Failure,Network Issues,Network Operations Team
INC0000384,2016-02-29 16:30:00,2016-03-03 09:14:00,2 - Medium,64.73333333333333,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000385,2016-02-29 16:31:00,2016-03-28 09:40:00,2 - Medium,665.15,Memory Leak,Security / Access Issues,Security Operations Team
INC0000387,2016-02-29 16:38:00,2016-03-09 10:57:00,2 - Medium,210.31666666666666,Authentication Failure,Application Errors,Application Support Team
INC0000388,2016-02-29 16:43:00,2016-03-22 16:47:00,2 - Medium,528.0666666666667,API Timeout,Integration / API Issues,Integration Support Team
INC0000392,2016-02-29 16:51:00,2016-03-02 11:10:00,2 - Medium,42.31666666666667,Network Failure,Network Issues,Network Operations Team
INC0000393,2016-02-29 16:54:00,2016-03-01 09:39:00,2 - Medium,16.75,Network Failure,Integration / API Issues,Integration Support Team
INC0000395,2016-02-29 17:06:00,2016-03-02 17:01:00,2 - Medium,47.916666666666664,Authentication Failure,Application Errors,Application Support Team
INC0000396,2016-02-29 17:11:00,2016-03-12 14:27:00,2 - Medium,285.26666666666665,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0000398,2016-02-29 17:14:00,2016-03-01 09:39:00,2 - Medium,16.416666666666668,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000400,2016-02-29 17:32:00,2016-03-14 19:03:00,2 - Medium,337.51666666666665,API Timeout,Integration / API Issues,Integration Support Team
INC0000401,2016-02-29 17:38:00,2016-03-01 16:56:00,2 - Medium,23.3,Authentication Failure,Application Errors,Application Support Team
INC0000403,2016-02-29 17:48:00,2016-03-07 16:33:00,2 - Medium,166.75,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0000405,2016-02-29 17:53:00,2016-03-03 09:24:00,2 - Medium,63.516666666666666,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0000418,2016-02-29 18:35:00,2016-03-17 16:17:00,2 - Medium,405.7,Authentication Failure,Security / Access Issues,Security Operations Team
INC0000419,2016-02-29 18:36:00,2016-03-23 14:37:00,2 - Medium,548.0166666666667,Server Overload,Security / Access Issues,Security Operations Team
INC0000425,2016-02-29 19:41:00,2016-03-02 22:13:00,2 - Medium,50.53333333333333,API Timeout,Security / Access Issues,Security Operations Team
INC0000433,2016-02-29 20:32:00,2016-03-25 23:57:00,1 - High,603.4166666666666,API Timeout,Database Issues,Database Administration Team
INC0000434,2016-02-29 21:00:00,2016-02-29 21:55:00,2 - Medium,0.9166666666666666,Network Failure,Network Issues,Network Operations Team
INC0000439,2016-02-29 21:44:00,2016-03-03 09:52:00,2 - Medium,60.13333333333333,Network Failure,Integration / API Issues,Integration Support Team
INC0000440,2016-02-29 21:54:00,2016-03-01 21:04:00,2 - Medium,23.166666666666668,Server Overload,Security / Access Issues,Security Operations Team
INC0000441,2016-02-29 22:20:00,2016-03-15 13:51:00,2 - Medium,351.51666666666665,Authentication Failure,Integration / API Issues,Integration Support Team
INC0000455,2016-02-29 23:36:00,2016-02-29 23:56:00,2 - Medium,0.3333333333333333,Authentication Failure,Server Infrastructure,Infrastructure Operations Team
INC0000458,2016-02-29 23:53:00,2016-03-18 13:48:00,2 - Medium,421.9166666666667,Network Failure,Network Issues,Network Operations Team
INC0000464,2016-03-01 01:22:00,2016-03-22 15:08:00,2 - Medium,517.7666666666667,Memory Leak,Server Infrastructure,Infrastructure Operations Team
